Unnamed: 0,id,Book_length(mins)_avg,Book_length(mins)_overall,Price_avg,Price_overall,Review,Review10/10,Completion,Minutes_listened,Support_Request,Last_Visited_mins_Purchase_date,Target,Number_of_Books,Sort_Approch_Segment
5399,26486,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,1,1,6
5400,26531,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5401,26539,1620.0,1620,8.45,8.45,0,,0.25,405.0,0,270,0,1,27
5402,26589,2160.0,2160,7.99,7.99,1,10.0,0.03,64.8,0,19,0,1,14
5403,26835,2160.0,2160,8.85,8.85,0,,0.0,0.0,0,18,1,1,15
5404,26849,324.0,324,7.99,7.99,0,,0.0,0.0,0,75,0,1,20
5405,27023,1656.0,4968,7.11,21.33,0,,0.0,0.0,0,94,1,3,27
5406,27251,1620.0,1620,7.99,7.99,0,,0.04,64.8,0,5,0,1,14
5407,27419,1188.0,1188,8.0,8.0,0,,0.41,487.08,0,44,0,1,18
5408,27427,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5409,27559,1620.0,1620,7.99,7.99,0,,0.0,0.0,0,243,1,1,26
5410,27623,2160.0,2160,7.61,7.61,0,,0.0,0.0,0,0,0,1,6
5411,27674,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,37,1,1,17
5412,27893,2160.0,2160,7.99,7.99,1,9.0,0.38,820.8,0,265,0,1,26
5413,27975,1188.0,1188,8.0,8.0,0,,0.27,320.76,0,289,0,1,26
5414,28120,1188.0,1188,7.61,7.61,0,,0.0,0.0,0,0,0,1,6
5415,28145,1188.0,1188,8.0,8.0,0,,0.11,130.68,0,196,0,1,24
5416,28219,2160.0,2160,7.99,7.99,0,,0.0,0.0,0,0,0,1,6
5417,28507,540.0,540,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5418,28541,2160.0,2160,7.61,7.61,0,,0.0,0.0,0,0,0,1,6
5419,28679,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,280,1,1,26
5420,28906,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5421,29064,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5422,29086,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5423,29129,1080.0,1080,7.57,7.57,0,,0.0,0.0,0,53,0,1,17
5424,29346,1620.0,1620,8.0,8.0,1,8.0,0.14,226.8,0,75,0,1,21
5425,29512,1620.0,1620,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5426,29542,648.0,648,8.0,8.0,0,,0.0,0.0,0,0,1,1,6
5427,29708,1188.0,1188,6.86,6.86,0,,0.0,0.0,0,103,0,1,20
5428,29885,1188.0,1188,8.85,8.85,1,10.0,0.96,1140.48,0,198,0,1,24
5429,30378,1620.0,1620,8.0,8.0,1,8.0,0.0,0.0,0,271,1,1,26
5430,30413,1620.0,1620,8.85,8.85,0,,0.25,405.0,0,244,0,1,27
5431,30509,1620.0,1620,7.61,7.61,0,,0.0,0.0,0,0,1,1,6
5432,30548,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5433,30567,1620.0,1620,8.85,8.85,1,10.0,0.99,1603.8,1,53,0,1,18
5434,30882,1620.0,1620,8.45,8.45,0,,0.05,81.0,0,66,0,1,21
5435,31030,1188.0,1188,7.46,7.46,1,10.0,0.0,0.0,0,249,1,1,26
5436,31396,1188.0,1188,8.0,8.0,1,5.0,0.07,83.16,0,14,0,1,15
5437,31418,1188.0,1188,8.45,8.45,0,,0.0,0.0,0,23,1,1,15
5438,31628,1188.0,1188,7.99,7.99,0,,0.01,11.88,0,8,0,1,14
5439,31974,1188.0,1188,8.0,8.0,0,,0.78,926.64,0,268,0,1,26
5440,32104,2160.0,2160,6.28,6.28,0,,0.0,0.0,0,212,0,1,26
5441,32284,1188.0,1188,6.86,6.86,0,,0.0,0.0,0,0,0,1,6
5442,32316,1134.0,2268,8.22,16.45,0,,0.0,0.0,0,0,1,2,9
5443,32352,1620.0,1620,6.28,6.28,0,,0.04,64.8,0,92,0,1,20
5444,32844,2160.0,2160,8.85,8.85,0,,0.0,0.0,0,293,0,1,27
5445,32930,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,207,1,1,24
5446,32999,1188.0,1188,7.61,7.61,0,,0.02,23.76,0,0,0,1,6
5447,33038,2160.0,2160,8.0,8.0,0,,0.0,0.0,0,82,0,1,21
5448,33115,1188.0,1188,8.0,8.0,0,,0.0,0.0,0,0,0,1,6
5449,33541,1188.0,1188,7.61,7.61,0,,0.04,47.52,0,280,0,1,26
5450,33556,1620.0,1620,5.07,5.07,1,6.0,0.19,307.8,0,77,0,1,19
5451,33582,324.0,324,7.61,7.61,0,,0.0,0.0,0,0,0,1,6
5452,33616,1620.0,1620,7.61,7.61,0,,0.0,0.0,0,0,1,1,6
5453,33620,648.0,648,7.61,7.61,0,,0.16,103.68,0,103,0,1,20
5454,2172,1620.0,1620,19.73,19.73,0,,0.02,32.4,0,270,0,1,27
5455,7979,2160.0,2160,5.33,5.33,0,,0.07,151.2,0,142,0,1,22
5456,7991,1620.0,1620,5.9,5.9,0,,0.0,0.0,0,75,0,1,20
5457,11143,2160.0,2160,104.0,104.0,0,,0.16,345.6,0,1,0,1,12
5458,12409,2160.0,2160,25.59,25.59,0,,0.0,0.0,0,252,1,1,27
5459,13685,1188.0,1188,19.91,19.91,0,,0.0,0.0,0,4,0,1,12
5460,15516,1620.0,1620,5.33,5.33,0,,0.08,129.6,0,20,0,1,13
5461,18336,216.0,216,24.0,24.0,0,,0.0,0.0,0,0,0,1,6
5462,19989,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5463,21364,648.0,648,5.33,5.33,0,,0.0,0.0,0,59,0,1,19
5464,24690,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5465,28384,2160.0,2160,25.59,25.59,0,,0.01,21.6,0,1,0,1,12
5466,1419,2160.0,2160,5.07,5.07,0,,0.0,0.0,0,0,0,1,4
5467,5826,2160.0,2160,25.6,25.6,1,9.0,0.33,712.8,0,187,0,1,24
5468,7362,1188.0,1188,7.99,7.99,1,10.0,0.59,700.92,0,215,0,1,26
5469,11147,1620.0,1620,19.73,19.73,0,,0.0,0.0,0,72,1,1,21
5470,14148,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5471,16094,1620.0,1620,80.0,80.0,0,,0.0,0.0,0,0,0,1,6
5472,17525,1620.0,1620,19.73,19.73,1,10.0,0.97,1571.4,0,113,0,1,21
5473,26320,1620.0,1620,5.33,5.33,1,8.0,0.0,0.0,0,21,1,1,13
5474,29536,1620.0,1620,5.33,5.33,0,,0.41,664.2,0,18,0,1,13
5475,31048,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,33,0,1,16
5476,282,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,71,0,1,19
5477,632,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5478,660,2160.0,2160,5.33,5.33,0,,0.25,540.0,0,170,0,1,22
5479,722,1188.0,1188,5.33,5.33,0,,0.07,83.16,0,164,0,1,22
5480,841,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,99,0,1,19
5481,1370,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5482,1586,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5483,1698,324.0,324,6.53,6.53,1,10.0,0.0,0.0,0,0,0,1,5
5484,1867,1080.0,1080,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5485,1868,2160.0,2160,5.33,5.33,1,7.0,0.48,1036.8,0,155,0,1,22
5486,1875,648.0,648,5.97,5.97,1,7.0,0.0,0.0,0,34,1,1,17
5487,1878,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5488,2034,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5489,2144,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,20,0,1,13
5490,2183,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5491,2212,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5492,2279,1620.0,1620,5.33,5.33,0,,0.03,48.6,0,43,0,1,16
5493,2281,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5494,2285,1620.0,1620,5.33,5.33,0,,0.14,226.8,0,72,0,1,19
5495,2293,1620.0,1620,10.13,10.13,0,,0.0,0.0,0,0,0,1,6
5496,2313,1188.0,1188,5.33,5.33,0,,0.01,11.88,0,253,0,1,25
5497,2317,2160.0,2160,5.33,5.33,0,,0.04,86.4,0,294,0,1,25
5498,2428,2160.0,2160,5.97,5.97,1,6.0,0.0,0.0,0,0,0,1,5
5499,2472,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5500,2561,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5501,2764,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5502,2853,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,217,0,1,25
5503,2856,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5504,2930,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,217,0,1,25
5505,3044,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,11,0,1,13
5506,3477,2160.0,2160,5.33,5.33,0,,0.08,172.8,0,2,0,1,11
5507,3634,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,10,0,1,13
5508,3841,216.0,216,24.0,24.0,0,,0.0,0.0,0,0,0,1,6
5509,3956,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5510,4010,648.0,648,11.21,11.21,0,,0.0,0.0,0,0,0,1,6
5511,4096,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5512,4120,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,160,0,1,22
5513,4129,2160.0,2160,5.33,5.33,1,10.0,0.1,216.0,0,135,0,1,22
5514,4439,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5515,4467,1188.0,1188,5.33,5.33,0,,0.0,0.0,1,182,1,1,22
5516,4528,1188.0,1188,104.0,104.0,0,,0.0,0.0,0,0,0,1,6
5517,4551,1620.0,1620,5.33,5.33,0,,0.79,1279.8,0,27,0,1,16
5518,4605,2160.0,2160,5.33,5.33,0,,0.03,64.8,0,184,0,1,22
5519,4684,1080.0,1080,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5520,4824,1080.0,1080,5.33,5.33,1,10.0,0.68,734.4,1,50,0,1,16
5521,4865,828.0,2484,5.33,16.0,0,,0.0,0.0,0,112,1,3,27
5522,4992,1620.0,1620,10.13,10.13,1,9.0,0.34,550.8,0,83,0,1,21
5523,5274,1620.0,1620,5.33,5.33,1,9.0,0.0,0.0,1,48,1,1,16
5524,5424,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5525,5598,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,123,0,1,20
5526,5606,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5527,5726,2160.0,2160,5.07,5.07,0,,0.0,0.0,0,0,0,1,4
5528,5758,2160.0,2160,5.33,5.33,0,,0.02,43.2,0,59,0,1,19
5529,5898,2160.0,2160,5.33,5.33,0,,0.03,64.8,0,238,0,1,25
5530,5899,1188.0,1188,6.53,6.53,0,,0.36,427.68,0,57,0,1,17
5531,5929,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5532,6074,2160.0,2160,5.33,5.33,0,,0.01,21.6,0,3,0,1,11
5533,6107,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5534,6125,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5535,6149,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5536,6185,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5537,6214,2160.0,2160,5.33,5.33,0,,0.02,43.2,0,164,0,1,22
5538,6284,1620.0,1620,5.33,5.33,1,8.0,0.0,0.0,0,0,1,1,4
5539,6293,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5540,6326,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5541,6588,1620.0,1620,5.33,5.33,0,,0.41,664.2,0,276,0,1,25
5542,6610,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5543,6980,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,254,1,1,25
5544,7002,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5545,7059,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5546,7113,2160.0,2160,5.33,5.33,0,,0.01,21.6,0,280,0,1,25
5547,7127,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5548,7396,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5549,7424,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5550,7439,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5551,7604,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5552,7723,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5553,7743,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5554,7814,2160.0,2160,5.33,5.33,1,10.0,0.83,1792.8,0,222,0,1,25
5555,7890,2160.0,2160,5.97,5.97,0,,0.0,0.0,0,0,0,1,5
5556,8152,1620.0,1620,5.33,5.33,0,,0.28,453.6,0,294,0,1,25
5557,8340,1188.0,1188,5.9,5.9,0,,0.0,0.0,0,0,0,1,5
5558,8359,1188.0,1188,5.9,5.9,0,,0.0,0.0,0,6,0,1,14
5559,8440,2160.0,2160,5.9,5.9,0,,0.0,0.0,0,8,0,1,14
5560,8511,648.0,648,10.13,10.13,0,,1.0,648.0,0,34,0,1,18
5561,8867,1620.0,1620,10.13,10.13,0,,0.27,437.4,0,13,0,1,15
5562,8958,540.0,540,5.33,5.33,0,,0.0,0.0,0,251,1,1,25
5563,9180,1620.0,1620,5.9,5.9,0,,0.0,0.0,0,9,0,1,14
5564,9390,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5565,9441,1620.0,1620,19.73,19.73,0,,0.0,0.0,0,65,1,1,21
5566,9489,2160.0,2160,5.33,5.33,0,,0.2,432.0,0,257,0,1,25
5567,9550,2160.0,2160,5.33,5.33,0,,0.07,151.2,0,301,0,1,25
5568,9561,1620.0,1620,5.9,5.9,0,,0.46,745.2,0,25,0,1,17
5569,9581,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5570,9823,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5571,10133,540.0,540,5.33,5.33,0,,0.0,0.0,0,9,0,1,13
5572,10211,2160.0,2160,5.9,5.9,0,,0.0,0.0,0,0,0,1,5
5573,10250,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5574,10322,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,37,0,1,16
5575,10351,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5576,10605,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5577,10739,540.0,540,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5578,10872,1134.0,2268,6.67,13.33,0,,0.0,0.0,0,0,1,2,9
5579,10940,2160.0,2160,5.76,5.76,0,,0.03,64.8,0,106,0,1,20
5580,10978,1188.0,1188,5.9,5.9,0,,0.04,47.52,0,140,0,1,23
5581,11164,2160.0,2160,5.33,5.33,0,,0.18,388.8,0,152,0,1,22
5582,11345,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,79,0,1,19
5583,11563,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5584,11839,1620.0,1620,5.33,5.33,0,,0.12,194.4,0,263,0,1,25
5585,12136,2160.0,2160,5.33,5.33,1,9.0,0.55,1188.0,1,237,0,1,25
5586,12192,1188.0,1188,5.76,5.76,0,,0.02,23.76,0,72,0,1,20
5587,12200,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,85,1,1,19
5588,12223,2160.0,2160,5.33,5.33,0,,0.04,86.4,0,81,0,1,19
5589,12374,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5590,12378,1188.0,1188,5.9,5.9,0,,0.0,0.0,0,0,1,1,5
5591,12406,1620.0,1620,5.33,5.33,0,,0.26,421.2,0,142,0,1,22
5592,12695,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5593,12731,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5594,12738,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5595,12828,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5596,12983,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,1,0,1,10
5597,13044,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,94,0,1,19
5598,13095,1188.0,1188,5.33,5.33,0,,0.24,285.12,0,73,0,1,19
5599,13169,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5600,13259,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5601,13278,324.0,324,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5602,13436,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,133,0,1,22
5603,13467,2160.0,2160,5.33,5.33,0,,0.33,712.8,0,42,0,1,16
5604,13608,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,36,0,1,16
5605,13736,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5606,13943,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5607,13993,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,19,0,1,13
5608,14021,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5609,14069,1620.0,1620,6.13,6.13,0,,0.66,1069.2,0,45,0,1,17
5610,14070,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,8,0,1,13
5611,14161,648.0,648,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5612,14503,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5613,14636,1080.0,1080,5.33,5.33,0,,0.16,172.8,0,0,0,1,4
5614,14711,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5615,14791,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,24,0,1,16
5616,15052,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,6,0,1,13
5617,15071,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5618,15083,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,265,1,1,25
5619,15096,2160.0,2160,5.33,5.33,0,,0.32,691.2,0,166,0,1,22
5620,15225,1188.0,1188,5.33,5.33,0,,0.55,653.4,0,241,0,1,25
5621,15259,2160.0,2160,5.33,5.33,0,,0.03,64.8,0,40,0,1,16
5622,15362,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5623,15434,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5624,15665,2160.0,2160,10.13,10.13,1,8.0,0.31,669.6,0,43,0,1,18
5625,15694,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,1,1,4
5626,15712,1620.0,1620,5.33,5.33,0,,0.3,486.0,0,38,0,1,16
5627,15780,1188.0,1188,6.53,6.53,0,,0.0,0.0,0,106,1,1,20
5628,15939,2160.0,2160,5.33,5.33,1,10.0,0.11,237.6,0,220,0,1,25
5629,16007,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,111,0,1,19
5630,16185,2160.0,2160,5.33,5.33,0,,0.02,43.2,0,51,0,1,16
5631,16243,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5632,16329,1080.0,1080,5.33,5.33,0,,0.41,442.8,0,71,0,1,19
5633,16404,1080.0,1080,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5634,16495,1620.0,1620,10.13,10.13,0,,0.0,0.0,0,0,1,1,6
5635,16715,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5636,16758,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,286,1,1,25
5637,16784,1080.0,1080,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5638,17044,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5639,17148,2160.0,2160,10.13,10.13,1,10.0,0.0,0.0,0,89,1,1,21
5640,17187,1620.0,1620,5.76,5.76,0,,0.0,0.0,0,0,0,1,5
5641,17292,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5642,17360,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5643,17475,1080.0,1080,5.33,5.33,0,,0.04,43.2,0,30,0,1,16
5644,17592,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5645,17675,2160.0,2160,5.33,5.33,0,,0.36,777.6,0,14,0,1,13
5646,17907,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,50,1,1,16
5647,17997,1188.0,1188,4.13,4.13,0,,0.0,0.0,0,0,0,1,4
5648,18143,1404.0,2808,5.33,10.67,1,10.0,0.0,0.0,0,32,1,2,18
5649,18325,2160.0,2160,5.33,5.33,0,,0.39,842.4,0,57,0,1,16
5650,18450,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5651,18677,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,56,1,1,16
5652,18765,2160.0,2160,5.33,5.33,1,10.0,0.06,129.6,0,7,0,1,13
5653,18874,1890.0,3780,5.33,10.67,0,,0.0,0.0,0,188,1,2,27
5654,18988,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5655,19142,1620.0,1620,5.33,5.33,0,,0.28,453.6,1,41,0,1,16
5656,19253,1188.0,1188,5.33,5.33,0,,0.28,332.64,0,139,0,1,22
5657,19650,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5658,19677,1620.0,1620,5.9,5.9,1,8.0,0.0,0.0,0,181,1,1,23
5659,19726,2160.0,2160,5.9,5.9,0,,0.0,0.0,0,1,0,1,11
5660,19990,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5661,20185,1620.0,1620,5.33,5.33,1,9.0,0.28,453.6,0,185,0,1,22
5662,20613,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,5,0,1,13
5663,21046,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5664,21144,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5665,21292,2160.0,2160,10.13,10.13,0,,0.0,0.0,0,53,0,1,18
5666,21326,2160.0,2160,5.33,5.33,0,,0.03,64.8,0,90,0,1,19
5667,21743,1620.0,1620,6.14,6.14,0,,0.0,0.0,0,69,0,1,20
5668,22221,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5669,22224,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,3,1,1,11
5670,22800,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5671,22974,2160.0,2160,5.33,5.33,0,,0.1,216.0,0,43,0,1,16
5672,22998,1890.0,3780,5.33,10.67,0,,0.0,0.0,0,151,1,2,27
5673,23081,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5674,23495,2160.0,2160,5.33,5.33,0,,0.09,194.4,0,139,0,1,22
5675,23548,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5676,23582,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5677,23656,2160.0,2160,5.33,5.33,0,,0.11,237.6,0,41,0,1,16
5678,23659,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,23,0,1,14
5679,23696,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5680,23727,1620.0,1620,5.97,5.97,0,,0.0,0.0,0,0,0,1,5
5681,23833,1620.0,1620,4.58,4.58,0,,0.0,0.0,0,22,0,1,13
5682,23850,1188.0,1188,5.97,5.97,0,,0.0,0.0,0,0,0,1,5
5683,24243,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5684,24902,1188.0,1188,5.33,5.33,1,4.0,0.23,273.24,0,50,0,1,16
5685,25249,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5686,25291,1377.0,5508,5.33,21.33,0,,0.0,0.0,1,156,1,4,27
5687,25292,1620.0,1620,5.33,5.33,0,,0.22,356.4,0,192,0,1,22
5688,25329,2160.0,2160,5.33,5.33,1,7.0,0.35,756.0,0,30,0,1,16
5689,25536,2160.0,2160,5.33,5.33,0,,0.03,64.8,0,88,0,1,19
5690,25591,1188.0,1188,5.33,5.33,0,,0.0,0.0,0,86,0,1,19
5691,25718,1620.0,1620,6.13,6.13,0,,0.0,0.0,0,0,0,1,5
5692,25743,2160.0,2160,5.33,5.33,0,,0.03,64.8,0,151,0,1,22
5693,25999,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5694,26194,1620.0,1620,5.33,5.33,0,,0.03,48.6,0,88,0,1,19
5695,26596,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5696,26723,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5697,26784,1890.0,3780,5.33,10.67,0,,0.0,0.0,0,53,1,2,18
5698,26790,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5699,26913,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5700,27060,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5701,27241,1188.0,1188,10.13,10.13,1,7.0,0.34,403.92,0,75,0,1,21
5702,27243,324.0,324,5.33,5.33,0,,0.0,0.0,0,290,1,1,25
5703,27364,1620.0,1620,5.33,5.33,1,6.0,0.0,0.0,0,254,1,1,25
5704,27447,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5705,27467,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,24,0,1,16
5706,27590,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,15,0,1,13
5707,27873,1620.0,1620,5.33,5.33,0,,0.0,0.0,0,7,0,1,13
5708,27954,2160.0,2160,5.97,5.97,0,,0.0,0.0,0,0,0,1,5
5709,27982,2160.0,2160,5.33,5.33,1,10.0,0.25,540.0,0,278,0,1,25
5710,28099,1620.0,1620,5.33,5.33,0,,0.07,113.4,0,187,0,1,22
5711,28667,2160.0,2160,6.13,6.13,0,,0.0,0.0,0,0,0,1,5
5712,28688,1188.0,1188,5.97,5.97,0,,0.0,0.0,0,2,0,1,11
5713,28989,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5714,29113,1890.0,3780,5.33,10.67,0,,0.0,0.0,0,0,1,2,9
5715,29117,1620.0,1620,10.75,10.75,1,9.0,0.38,615.6,0,98,0,1,21
5716,29146,2160.0,2160,5.33,5.33,0,,0.0,0.0,0,0,0,1,4
5717,29163,2160.0,2160,5.9,5.9,0,,0.22,475.2,0,112,0,1,20
5718,29393,1890.0,3780,5.33,10.67,0,,0.0,0.0,0,43,1,2,18
5719,29481,1620.0,1620,5.33,5.33,0,,0.08,129.6,0,11,0,1,13
